bert-emb-diff,roberta-emb-diff
0.9572744369506836,0.9113165736198425
0.9356244802474976,0.9375259876251221
0.8787549734115601,0.9317041039466858
0.8902677297592163,0.9304382801055908
0.8593089580535889,0.8733282685279846
0.9218970537185669,0.8945297002792358
0.9326736927032471,0.8947463631629944
0.7910041809082031,0.8165538311004639
0.9204376935958862,0.9732261300086975
0.648759126663208,0.8475624322891235
0.9004800319671631,0.9236382842063904
0.81257164478302,0.8256270885467529
0.91374272108078,0.9287835359573364
0.7995990514755249,0.8186619281768799
0.8788158893585205,0.9240562915802002
0.9006248116493225,0.9098497629165649
0.9240864515304565,0.9264968633651733
0.8805909156799316,0.8542823195457458
0.9151120185852051,0.9428879022598267
0.9358189105987549,0.9530436396598816
0.7976822853088379,0.8585849404335022
0.9798926115036011,0.9909675121307373
0.8473343849182129,0.8977642059326172
0.8991591930389404,0.9540852308273315
0.9273623824119568,0.9511079788208008
0.9058181047439575,0.8861600160598755
0.907581090927124,0.9151521325111389
0.8990748524665833,0.9312697052955627
0.9512180685997009,0.9799285531044006
0.9044742584228516,0.9105297327041626
0.8924202919006348,0.9259835481643677
0.9582518935203552,0.9631009101867676
0.9454337358474731,0.9194672703742981
0.8848176002502441,0.8999236822128296
0.930864691734314,0.8569042086601257
0.8967363834381104,0.9083741903305054
0.9397249817848206,0.9089792370796204
0.9409382343292236,0.9344249963760376
0.9867684841156006,0.9776238203048706
0.9459761381149292,0.9311288595199585
0.88768070936203,0.878527045249939
0.8466161489486694,0.7735482454299927
0.7283917665481567,0.56247878074646
0.9650359153747559,0.9387915134429932
0.8956789970397949,0.9124801158905029
0.7338489294052124,0.7993885278701782
0.932109534740448,0.9177504777908325
0.897422194480896,0.8420754671096802
0.9018234014511108,0.8744364380836487
0.8689614534378052,0.8859683871269226
0.8766434192657471,0.9614596366882324
0.8356688618659973,0.8477164506912231
0.8524397611618042,0.7729311585426331
0.9649844169616699,0.9707260131835938
0.6557289361953735,0.8286911249160767
0.9059203267097473,0.8639745712280273
0.879753589630127,0.907742977142334
0.9299536347389221,0.9307916164398193
0.8934891223907471,0.859591007232666
0.7099917531013489,0.7192522287368774
0.9028917551040649,0.8608537316322327
0.874974250793457,0.8764578104019165
0.8697488307952881,0.8280836343765259
0.9384198188781738,0.9235496520996094
0.7366341948509216,0.9148896336555481
0.895465075969696,0.9109315872192383
0.9670022130012512,0.9480811357498169
0.7709741592407227,0.6887746453285217
0.87558913230896,0.8406344652175903
0.8958655595779419,0.9259699583053589
0.902157723903656,0.9022578001022339
0.8112585544586182,0.8980960845947266
0.9363384246826172,0.9421230554580688
0.9433781504631042,0.9381475448608398
0.8803095817565918,0.9439291954040527
0.8807998895645142,0.8887456655502319
0.9012879729270935,0.8822749853134155
0.6218110918998718,0.7175532579421997
0.9479496479034424,0.937691330909729
0.8822280168533325,0.9040025472640991
0.9207049608230591,0.8733485341072083
0.7218173146247864,0.7064443826675415
0.886031985282898,0.8776242733001709
0.9046175479888916,0.8649559020996094
0.9059345722198486,0.9124163389205933
0.8915466070175171,0.8561561703681946
0.9086140394210815,0.9565681219100952
0.9355436563491821,0.9472352266311646
0.9176619052886963,0.9358464479446411
0.9057923555374146,0.8977004289627075
0.889234185218811,0.7942806482315063
0.849713146686554,0.8965541124343872
0.788950502872467,0.8138445615768433
0.9594621658325195,0.9386266469955444
0.927870512008667,0.8994868397712708
0.9287519454956055,0.8854860067367554
0.8619797825813293,0.8895012736320496
0.8370231986045837,0.8724417686462402
0.5858230590820312,0.7675693035125732
0.894365668296814,0.8962754011154175
0.9376097917556763,0.8937016725540161
0.8852411508560181,0.9101538062095642
0.908614456653595,0.8972518444061279
0.9688019156455994,0.9303388595581055
0.9456831216812134,0.918293833732605
0.9244730472564697,0.9612451195716858
0.8900613784790039,0.9541068077087402
0.9439727067947388,0.9054945707321167
0.9457226395606995,0.9381150007247925
0.8852296471595764,0.9054774045944214
0.8791085481643677,0.9289225339889526
0.9264910221099854,0.9324735403060913
0.8464445471763611,0.8259648680686951
0.91571444272995,0.9141374826431274
0.8408432006835938,0.8378949165344238
0.926691472530365,0.9428619742393494
0.8746471405029297,0.9116798639297485
0.9241358041763306,0.9180302619934082
0.9009870290756226,0.9267164468765259
0.9148218631744385,0.9239253997802734
0.929612398147583,0.9614057540893555
0.9129663705825806,0.9073452949523926
0.8488917946815491,0.8285276293754578
0.9790785908699036,0.9441876411437988
0.8598774075508118,0.8235582113265991
0.9509289860725403,0.9085593819618225
0.8984048366546631,0.9051007032394409
0.8991361856460571,0.9042097330093384
0.8774014115333557,0.8010513782501221
0.8800720572471619,0.9322872161865234
0.8604785203933716,0.9073629379272461
0.8936951160430908,0.9281101226806641
0.8697510957717896,0.8593531250953674
0.9489955902099609,0.9475200176239014
0.9494584798812866,0.9492053985595703
0.7592170238494873,0.7681820392608643
0.8637243509292603,0.8553633093833923
0.9352060556411743,0.9535092711448669
0.8135800957679749,0.8129833936691284
0.8685752153396606,0.8819546103477478
0.8936049938201904,0.8396297693252563
0.9077345728874207,0.9738609790802002
0.9223463535308838,0.9245551228523254
0.9406799674034119,0.9312443733215332
0.8125180602073669,0.7852250933647156
0.7940653562545776,0.8114738464355469
0.8549243211746216,0.8652144074440002
0.9208688139915466,0.8802859783172607
0.9436752796173096,0.9498800039291382
0.9203019738197327,0.9271680116653442
0.8572123646736145,0.8768724203109741
0.9646083116531372,0.9523483514785767
0.9122543334960938,0.9303752779960632
0.9161052703857422,0.841240406036377
0.9197283387184143,0.840295135974884
0.9193715453147888,0.932654857635498
0.9483837485313416,0.9530604481697083
0.9566622972488403,0.9511003494262695
0.8716397881507874,0.7781451344490051
0.957002580165863,0.9613116383552551
0.9541228413581848,0.9679157137870789
0.7979533672332764,0.8579674959182739
0.9005159139633179,0.9590458869934082
0.8984795808792114,0.9320574998855591
0.9153626561164856,0.8948785066604614
0.8970495462417603,0.8804072737693787
0.9244211912155151,0.9028752446174622
0.8822006583213806,0.873267412185669
0.8465255498886108,0.8107268810272217
0.9169204235076904,0.9207099676132202
0.9089655876159668,0.9040350317955017
0.911346435546875,0.9282734990119934
0.8787999153137207,0.8855023384094238
0.9374370574951172,0.9597940444946289
0.9271004796028137,0.9476029276847839
0.9047977924346924,0.9043223857879639
0.9423015713691711,0.9582380652427673
0.944482684135437,0.9501814246177673
0.7984702587127686,0.6813136339187622
0.9853949546813965,0.9704090356826782
0.8731681108474731,0.7806903123855591
0.9538302421569824,0.9103081226348877
0.9372994899749756,0.9169567227363586
0.8991724848747253,0.8474079966545105
0.9104950428009033,0.9243167638778687
0.8534554839134216,0.9495967030525208
0.8660902380943298,0.8394839763641357
0.8556861281394958,0.8486355543136597
0.8375182151794434,0.8197474479675293
