wordsDoc_in_wordsSum,bigramsDoc_in_bigramsSum,trigramsDoc_in_trigramsSum,fourgramsDoc_in_fourgramsSum,bleu_score
0.18951612903225806,0.11637487126673532,0.09492481203007519,0.08652094717668488,0.11601164912914173
0.23809523809523808,0.14317180616740088,0.11650485436893204,0.10185185185185185,0.14181765212631836
0.16030534351145037,0.07110091743119266,0.04357298474945534,0.02386117136659436,0.0586722939410936
0.0708215297450425,0.01844532279314888,0.008120649651972157,0.0033333333333333335,0.013712930364697626
0.2647058823529412,0.13100436681222707,0.08870967741935484,0.06299212598425197,0.11798496219188244
0.13253012048192772,0.07692307692307693,0.05855855855855856,0.03991130820399113,0.06986576124134301
0.08712871287128712,0.02009132420091324,0.008507347254447023,0.002962962962962963,0.014493476169654346
0.07366071428571429,0.021229050279329607,0.013930348258706468,0.009699321047526674,0.021439638091354254
0.29133858267716534,0.17777777777777778,0.15702479338842976,0.14227642276422764,0.18443534865690478
0.17307692307692307,0.06637168141592921,0.012605042016806723,0.004201680672268907,0.02792848203185694
0.19305019305019305,0.10440835266821345,0.07947019867549669,0.06387665198237885,0.10057452309707292
0.07120743034055728,0.020869565217391306,0.003278688524590164,0.0016233766233766235,0.009430604696691712
0.1509433962264151,0.09941520467836257,0.08287292817679558,0.07084468664850137,0.09688280942592037
0.1276595744680851,0.06573426573426573,0.05307599517490953,0.04756380510440835,0.06784299098485544
0.10650887573964497,0.0163265306122449,0.003787878787878788,0.0,0.0
0.1038961038961039,0.04258943781942078,0.018633540372670808,0.012269938650306749,0.03171463626186437
0.1186046511627907,0.05672969966629588,0.04737384140061792,0.040526849037487336,0.059951273279612936
0.3116883116883117,0.23555555555555555,0.2145922746781116,0.19831223628691982,0.2364255270274696
0.18803418803418803,0.11325301204819277,0.09010989010989011,0.07741935483870968,0.11040205238871055
0.13142857142857142,0.07365439093484419,0.057247259439707675,0.047953216374269005,0.07179847471191496
0.06442577030812324,0.01422475106685633,0.006535947712418301,0.003861003861003861,0.012331851178549671
0.17065868263473055,0.10655737704918032,0.09502262443438914,0.09050445103857567,0.11182842736871994
0.06335616438356165,0.015849056603773583,0.008563899868247694,0.00643915003219575,0.015339920349720872
0.12709030100334448,0.08243727598566308,0.07692307692307693,0.07232704402515723,0.08737724578138142
0.14084507042253522,0.04240282685512368,0.02009273570324575,0.013353115727002967,0.035578655852660575
0.12,0.0700280112044818,0.05825242718446602,0.05170387779083431,0.07092878902784422
0.06564551422319474,0.013850415512465374,0.005568814638027049,0.0030864197530864196,0.011180761983668271
0.23404255319148937,0.15542521994134897,0.13262599469496023,0.12051282051282051,0.15528144210793185
0.11141304347826086,0.060906515580736544,0.05099502487562189,0.04589371980676329,0.06312773613586094
0.10473815461346633,0.04630788485607009,0.03592120509849363,0.029748283752860413,0.04771370806317697
0.11072664359861592,0.062146892655367235,0.051194539249146756,0.044850498338870434,0.0630471728064558
0.24390243902439024,0.140625,0.0948905109489051,0.06498194945848375,0.12059340282874546
0.2119205298013245,0.12556053811659193,0.09322033898305085,0.075,0.11678835334132243
0.0963855421686747,0.035343035343035345,0.017101710171017102,0.00959023539668701,0.027339850613109146
0.1791044776119403,0.1017274472168906,0.08793103448275862,0.07563025210084033,0.10491693143752041
0.19245283018867926,0.09722222222222222,0.07600596125186289,0.06791907514450866,0.09913621104523723
0.24193548387096775,0.15737704918032788,0.12759643916913946,0.10882352941176471,0.1516353934010215
0.19776119402985073,0.11839323467230443,0.09533073929961089,0.07939508506616257,0.11537816705841665
0.4230769230769231,0.30927835051546393,0.28431372549019607,0.2692307692307692,0.31635364589375653
0.25268817204301075,0.09935897435897435,0.059880239520958084,0.03812316715542522,0.08700939099835997
0.09329446064139942,0.038620689655172416,0.020935960591133004,0.01555023923444976,0.03290989241190012
0.1459227467811159,0.06631299734748011,0.039603960396039604,0.026570048309178744,0.0564889047020315
0.11232876712328767,0.027777777777777776,0.01800720288115246,0.01288056206088993,0.029167042261067408
0.15129151291512916,0.06985294117647059,0.05032467532467533,0.042789223454833596,0.06906828340104836
0.09029345372460497,0.014084507042253521,0.003194888178913738,0.0007739938080495357,0.007488550559287795
0.07633587786259542,0.013856812933025405,0.002178649237472767,0.0,0.0
0.16517857142857142,0.054404145077720206,0.026829268292682926,0.014388489208633094,0.04315711748243715
0.13636363636363635,0.03063063063063063,0.01206896551724138,0.005172413793103448,0.022597190921581134
0.09115281501340483,0.04985337243401759,0.03753351206434316,0.032722513089005235,0.048605187229914165
0.28488372093023256,0.16608996539792387,0.12091503267973856,0.09508196721311475,0.15272051185805424
0.20618556701030927,0.1441717791411043,0.12222222222222222,0.1078167115902965,0.14068367161563014
0.14285714285714285,0.04825737265415549,0.022167487684729065,0.014457831325301205,0.03855416624478068
0.07918968692449356,0.015503875968992248,0.00728476821192053,0.004484304932735426,0.014151580512582992
0.20141342756183744,0.10784313725490197,0.08348457350272233,0.0674955595026643,0.10518179838070148
0.08833922261484099,0.028199566160520606,0.008113590263691683,0.004016064257028112,0.016879222236300406
0.1246376811594203,0.07621951219512195,0.0635593220338983,0.05718270571827057,0.07665489103895082
0.14285714285714285,0.08387096774193549,0.07157057654075547,0.06324110671936758,0.08581474134818191
0.14642857142857144,0.054924242424242424,0.0288135593220339,0.018092105263157895,0.04525004121313881
0.12718204488778054,0.05238095238095238,0.03232323232323232,0.024574669187145556,0.04796234563784933
0.06111111111111111,0.030534351145038167,0.022658610271903322,0.019374068554396422,0.030084357742657736
0.09020618556701031,0.02530120481927711,0.009404388714733543,0.005065856129685917,0.01815892923134031
0.18128654970760233,0.05319148936170213,0.02875399361022364,0.015479876160990712,0.045516446287746704
0.2752808988764045,0.17263843648208468,0.13411078717201166,0.09322033898305085,0.15612483425719892
0.18181818181818182,0.07823960880195599,0.04954954954954955,0.037444933920704845,0.07167607083805888
0.08333333333333333,0.03434343434343434,0.02355072463768116,0.018633540372670808,0.03347653751014969
0.1360759493670886,0.046801872074883,0.01969057665260197,0.009655172413793104,0.033171550111395894
0.08767772511848342,0.053268765133171914,0.047045951859956234,0.04432432432432432,0.05586394114996616
0.06971677559912855,0.013278855975485188,0.00267379679144385,0.0,0.0
0.11345646437994723,0.048143053645116916,0.031017369727047148,0.020581113801452784,0.043212478851822986
0.22598870056497175,0.15151515151515152,0.12654320987654322,0.11076923076923077,0.14801311339638773
0.1239193083573487,0.05630026809651475,0.04410011918951132,0.0338389731621937,0.05680369615890778
0.09225092250922509,0.03495145631067961,0.019400352733686066,0.008605851979345954,0.027086935464137867
0.3132530120481928,0.19218241042345277,0.15204678362573099,0.12181303116147309,0.1827342562280221
0.3092105263157895,0.19291338582677164,0.16417910447761194,0.14705882352941177,0.19480782645545947
0.23622047244094488,0.10294117647058823,0.05333333333333334,0.030434782608695653,0.07926270661030911
0.09195402298850575,0.03443328550932568,0.02199223803363519,0.016290726817042606,0.032635462487511806
0.1951219512195122,0.07913669064748201,0.05351170568561873,0.0429042904290429,0.0771628719336559
0.12234042553191489,0.07608695652173914,0.06359102244389027,0.05693069306930693,0.07619134137333196
0.16666666666666666,0.10978043912175649,0.08029197080291971,0.06607142857142857,0.09925785417327193
0.37404580152671757,0.22705314009661837,0.17488789237668162,0.14035087719298245,0.21367651558020548
0.2727272727272727,0.16896551724137931,0.14556962025316456,0.13190184049079753,0.17246940458906407
0.13395638629283488,0.07567567567567568,0.06375838926174497,0.057947019867549666,0.07822976817467053
0.21171171171171171,0.10309278350515463,0.061611374407582936,0.03926096997690531,0.08524104550430277
0.13309352517985612,0.050933786078098474,0.02945736434108527,0.021021021021021023,0.04526397030797314
0.14181818181818182,0.08571428571428572,0.07050092764378478,0.060109289617486336,0.08471891548868563
0.15568862275449102,0.08374384236453201,0.06596701649175413,0.05803571428571429,0.0840539223002811
